Price,Promotion,SeasonFactor,Sales
121.0797,0,1.2,2659.2065
363.1546,1,1.0,1762.1426
406.9676,0,0.8,597.9449
192.5428,0,1.0,2172.77
435.7307,1,0.8,973.7013
457.7645,1,0.8,970.5876
174.607,0,0.8,1838.2072
492.5847,1,1.0,964.9001
113.3202,1,1.0,3042.0523
140.9071,1,0.8,2607.6265
132.9012,1,1.2,3103.7539
452.2954,0,1.0,801.7246
344.4316,0,1.0,1086.3374
118.4469,1,1.0,2851.9913
248.1455,0,1.0,1834.1297
326.8841,1,0.8,1731.2633
87.5588,1,1.2,3086.5384
447.0874,0,1.2,1067.5657
411.6216,0,1.2,1203.4976
277.343,0,1.2,1717.0058
485.207,0,0.8,414.8278
237.9924,1,1.0,2287.1268
492.8496,1,1.0,1084.9485
350.564,0,0.8,867.1564
335.6021,1,1.0,1786.729
124.6797,0,0.8,2294.6732
446.8675,0,1.2,1019.5444
242.3704,0,0.8,1667.3121
123.005,1,1.0,2861.6209
55.6734,1,1.0,3278.0676
301.8901,0,1.0,1474.2406
287.3298,0,1.2,1670.867
373.7091,0,0.8,906.239
450.6161,0,0.8,692.3235
85.733,1,1.0,3184.5671
379.1734,1,0.8,1304.9128
134.3354,0,1.0,2286.5889
436.1797,0,0.8,526.6777
418.5786,1,1.2,1625.0593
293.3572,0,1.2,1832.9413
369.6093,1,0.8,1655.1328
191.4576,1,1.2,2599.9668
262.0256,0,1.2,1975.7067
419.7366,1,1.2,1600.5484
256.6693,1,1.0,2179.9398
211.0092,1,0.8,2151.4248
272.3956,1,0.8,2116.0081
422.7122,0,1.0,723.5526
200.8436,1,1.0,2446.8065
128.1927,1,1.2,3095.7662
370.4063,1,0.8,1493.2973
421.6902,0,1.0,1016.2288
95.2869,0,1.2,2635.4974
157.9434,0,0.8,2072.7217
113.8874,1,1.2,3124.2695
206.5736,0,0.8,1771.1537
252.6579,0,1.2,1890.7528
386.9719,0,0.8,881.3271
343.0164,1,0.8,1570.6794
329.4179,0,0.8,1117.285
208.5687,0,0.8,1704.6362
428.6514,0,1.2,1093.9926
262.0792,1,1.0,2056.5149
490.5972,1,0.8,827.7792
335.364,0,0.8,1046.4083
106.8191,0,0.8,2253.6135
354.2799,0,0.8,1017.5801
196.2968,1,1.2,2805.2013
358.8472,1,1.0,1771.6655
81.3385,0,1.0,2622.4871
128.6966,1,1.0,2873.7901
435.0818,0,1.2,1005.5048
152.2308,1,1.0,2717.9113
426.6685,0,1.2,891.8711
175.6742,1,1.2,2895.0039
339.2969,0,0.8,1130.1681
362.3678,1,1.2,2008.1984
280.6946,0,1.0,1541.0707
187.3898,0,1.0,2189.088
145.69,0,1.0,2252.3678
64.9352,0,0.8,2418.008
186.7759,1,0.8,2520.665
343.9233,0,0.8,1116.7728
472.2372,1,1.2,1505.9147
442.042,1,1.0,1306.8388
394.7291,0,1.2,1307.0968
404.8013,0,1.2,1278.864
349.2432,0,1.0,1225.6469
167.1291,0,0.8,1998.9612
458.2378,1,1.0,1224.2328
351.8295,1,1.2,2024.0848
302.1983,1,1.2,2082.4729
99.9453,1,0.8,2860.3868
251.175,0,1.2,2036.1716
257.1612,1,1.2,2345.9065
439.0536,0,1.0,716.5873
295.9917,0,0.8,1154.214
221.1802,1,1.0,2601.9458
489.5601,1,1.0,979.0314
99.8243,1,1.0,3142.6738
240.1468,1,1.2,2478.4678
68.9111,1,1.2,3465.2653
382.9569,1,0.8,1443.3095
463.1344,0,1.2,1094.5428
176.0168,0,0.8,2064.4978
436.2538,0,1.0,840.041
181.4982,1,1.0,2623.4925
459.8466,0,1.2,968.679
389.2829,0,1.2,1521.716
412.208,0,0.8,745.7334
58.103,0,1.2,2780.217
483.2647,0,1.2,808.1478
377.0019,0,1.2,1250.9239
187.138,1,1.0,2585.4378
423.2276,1,1.2,1698.9773
176.6845,1,1.2,2866.9856
442.7392,0,1.0,726.9836
100.6612,1,1.0,2976.4045
366.6587,1,1.0,1560.0833
293.3143,0,1.0,1660.9918
93.4405,1,1.2,3314.8588
158.8522,0,1.2,2296.9047
55.5818,1,1.2,3674.1931
260.9456,0,0.8,1473.5761
185.5694,0,1.0,2101.7059
319.2609,1,1.2,2069.9431
183.757,0,1.2,2323.2242
184.9636,1,1.2,2784.5875
384.4369,0,1.0,938.0541
71.6643,1,1.0,3259.0294
456.3027,1,1.0,1135.6727
433.5187,0,1.2,1124.1175
350.5121,1,1.0,1724.2534
316.9497,1,1.2,2121.584
451.5361,1,0.8,1090.5308
133.3986,0,1.0,2346.7338
85.5361,0,1.0,2646.7017
157.7796,1,1.2,2840.2821
407.5602,1,1.0,1565.8875
65.6016,0,1.0,2568.9387
312.2631,0,1.2,1547.4011
497.9469,1,1.2,1268.167
435.0632,0,1.2,1129.6387
284.6506,0,0.8,1405.1293
78.6384,1,1.2,3456.0279
424.1181,0,1.0,796.0509
319.5403,0,0.8,1085.7682
101.7198,0,1.2,2775.226
92.2358,1,0.8,2851.0511
459.3321,0,0.8,583.955
351.1401,1,1.0,1641.4966
423.1791,0,0.8,639.7824
445.5405,0,1.2,1146.5761
307.2976,1,0.8,1743.4104
282.8509,1,0.8,2028.3959
243.6923,1,1.0,2359.218
192.626,1,1.0,2508.3237
245.5682,0,1.2,2113.3348
398.2458,1,1.0,1541.4065
320.8655,1,1.2,2097.0255
451.6355,1,1.2,1433.836
249.521,0,1.0,1796.2779
323.1903,0,0.8,1071.2175
334.0884,1,1.0,1919.4595
316.2637,1,0.8,1762.8229
366.1852,1,0.8,1411.9565
156.8451,1,1.2,2788.9273
280.5637,0,1.2,1772.1143
96.9012,1,1.0,3040.5108
223.0301,0,0.8,1700.4468
269.4502,1,1.0,2167.7303
343.5009,1,1.2,2049.8757
477.739,0,0.8,296.2364
320.293,1,1.0,1891.9937
384.6173,1,1.0,1606.6975
277.8197,1,1.2,2356.9716
335.3468,1,1.2,2113.1496
81.9195,0,1.2,2770.0527
164.4762,1,1.2,2882.9495
212.8339,1,1.0,2361.6761
262.622,0,1.2,1925.7145
70.5419,1,1.2,3260.2454
113.0108,0,1.0,2492.3184
174.5664,1,1.0,2745.2822
487.1897,1,0.8,910.88
199.1062,1,1.0,2632.7988
266.9185,0,0.8,1420.0593
138.244,0,1.2,2388.9091
324.851,1,0.8,1659.5672
176.3074,0,0.8,1857.0588
143.1467,1,1.2,2934.9232
282.4577,0,1.2,1565.5294
52.4776,1,1.2,3455.1744
53.4488,0,0.8,2534.9067
148.581,1,1.0,2841.4022
66.5246,0,1.0,2722.6868
98.6116,0,1.0,2489.4077
202.4873,0,1.2,2278.8487
411.1636,0,1.2,1232.8463
307.4219,1,1.0,1914.1915
280.7005,1,1.2,2316.1081
182.07,0,0.8,2040.6996
469.2892,1,0.8,986.2073
228.6568,0,1.2,1974.4988
89.1917,1,1.0,2941.7934
327.6799,0,1.0,1214.4686
101.2273,1,0.8,2589.0885
205.3504,1,1.2,2624.84
278.3354,0,1.0,1590.8667
443.4001,0,1.0,685.3668
272.096,0,1.2,1771.0966
366.0164,0,1.2,1274.5115
496.7676,0,1.0,358.1697
109.1701,1,1.2,3137.1621
173.6292,0,1.2,2398.7231
227.5592,1,1.2,2511.2066
239.8227,0,1.0,1914.4966
234.9595,1,0.8,2140.5158
458.425,1,1.2,1497.1759
371.3147,0,1.0,1146.596
323.5573,0,0.8,1249.3317
189.2177,1,1.0,2412.8189
420.7057,1,1.0,1480.7175
479.7772,0,1.0,601.7643
419.5392,1,0.8,1312.0966
50.7043,1,1.0,3221.2538
336.3806,1,0.8,1792.2667
73.0109,1,1.2,3388.3165
165.9232,1,0.8,2379.8575
76.7861,1,1.0,3228.882
321.708,0,0.8,1085.6751
358.9655,0,1.0,1093.7952
101.5194,0,1.2,2821.2797
222.7275,0,0.8,1719.9077
255.3064,1,1.2,2430.7072
216.0739,0,0.8,1669.2358
104.4613,1,1.0,3060.8635
238.5265,1,0.8,2080.1929
388.0301,0,1.2,1280.0132
81.9534,0,0.8,2277.5088
86.081,1,1.2,3263.8279
209.6471,0,1.2,2169.2897
473.7766,0,1.0,684.5484
350.8577,1,0.8,1579.4896
355.4015,1,1.2,1889.6381
212.864,1,1.0,2464.1524
317.1474,1,1.0,2012.3342
54.559,1,1.0,3078.7953
336.2432,1,1.2,2002.2364
460.9791,0,0.8,515.9767
325.6581,0,1.2,1479.4832
443.1644,0,1.0,877.1497
375.7879,1,1.2,1881.0106
104.2513,1,1.2,3278.5556
456.104,0,1.0,935.4494
79.8997,0,0.8,2433.5153
290.2854,0,1.0,1520.256
113.9617,1,1.0,3024.049
55.268,0,1.2,2864.8637
239.9154,0,1.0,1846.8351
182.7683,0,1.2,2389.8413
268.7002,1,1.0,2239.7181
309.7399,0,1.0,1592.035
69.6826,0,0.8,2424.2655
105.3515,1,1.0,3044.1481
301.3891,1,0.8,1802.3352
204.4253,1,1.0,2503.1975
378.1281,1,1.0,1634.6884
343.5312,1,1.0,1836.235
430.522,0,0.8,644.0476
361.6218,0,1.2,1249.8469
243.469,1,0.8,2098.0765
352.835,1,1.0,1772.0011
173.9215,1,1.2,2826.2058
187.8411,1,1.0,2604.3429
405.0433,0,0.8,762.4355
250.8888,0,0.8,1518.4417
409.2712,1,1.2,1792.7527
420.0901,1,0.8,1425.2535
435.9031,1,1.0,1408.4456
462.4859,1,1.2,1330.1138
243.9433,0,1.0,1802.7837
193.4901,1,1.2,2747.5545
311.9894,1,1.2,2207.1251
217.0276,0,1.0,1933.6777
320.4834,1,0.8,1759.0877
367.5136,0,1.0,1341.2707
359.7823,1,0.8,1316.7547
218.5488,1,0.8,2156.629
125.0871,0,1.0,2470.506
243.7382,1,1.2,2476.8878
114.1674,0,1.0,2488.4402
450.5437,0,1.2,928.3014
205.6449,0,0.8,1927.7924
119.5069,1,1.2,3218.593
61.4515,1,1.0,3222.6119
340.6201,0,1.2,1664.321
336.606,1,0.8,1647.9365
203.2719,1,0.8,2290.2641
82.2703,1,1.2,3435.665
234.333,0,0.8,1488.414
190.0479,0,0.8,1866.5453
354.7043,1,1.2,1961.7945
322.6007,0,0.8,1164.7346
214.0672,1,1.2,2555.1125
148.0516,1,1.2,2952.5518
494.6162,1,0.8,675.8873
254.3007,0,1.2,2083.8378
359.7234,0,0.8,1161.7244
113.2488,1,0.8,2741.0871
268.5154,0,0.8,1426.3258
62.3915,1,1.0,3040.3366
277.4548,0,0.8,1347.3478
483.8078,0,1.2,929.2505
222.893,0,1.2,2086.3468
67.5482,1,1.2,3310.8815
63.9301,1,1.0,3185.0007
224.594,1,1.0,2323.0908
122.0112,0,1.2,2432.2899
60.5084,1,1.2,3366.8141
390.2961,1,1.0,1444.012
256.3354,1,1.2,2461.1238
180.1601,1,0.8,2492.0269
455.0374,0,0.8,453.6054
102.2625,0,1.2,2708.1539
480.1635,1,0.8,897.6215
191.285,0,1.2,2169.8761
449.7817,0,1.0,523.33
321.3243,0,1.2,1490.9152
422.0183,0,1.0,812.2985
492.8059,0,0.8,350.3003
179.7824,1,0.8,2425.407
482.511,0,0.8,511.5989
225.2669,1,1.2,2470.3275
223.4804,1,1.0,2300.6138
203.1742,1,1.0,2419.6482
293.6334,0,0.8,1312.7845
119.3653,0,0.8,2225.1298
299.1702,0,1.0,1547.1663
293.7672,0,1.2,1542.9309
392.8558,1,0.8,1455.2208
425.1425,1,1.2,1621.2425
248.1986,1,0.8,2147.2783
186.05,0,0.8,1630.8607
166.7007,1,1.2,2949.6863
137.5807,1,1.2,2912.59
75.9414,1,1.2,3275.2206
204.1016,0,1.2,2322.8926
171.6115,1,1.0,2707.702
484.8878,1,1.0,1007.8922
300.969,0,0.8,1374.7741
206.2747,1,0.8,2304.707
311.2104,0,0.8,1203.2121
112.6385,1,1.0,2984.3863
249.8197,0,1.2,1913.0842
331.8054,0,0.8,1179.665
270.004,0,1.0,1687.3974
230.8005,1,0.8,2196.3409
497.2318,1,1.0,1206.2746
446.1416,0,1.2,1063.8178
330.5327,0,1.0,1447.3345
306.2198,0,1.2,1616.2106
329.2972,0,0.8,1001.7754
140.5904,0,1.2,2478.2789
227.812,0,1.0,1812.302
67.7568,0,0.8,2521.1771
263.9957,0,0.8,1460.2558
294.3611,0,1.0,1660.8169
152.4874,0,1.2,2263.6457
483.813,0,1.0,553.0009
459.2546,0,1.2,941.0062
374.9645,1,1.2,1727.6224
290.024,0,0.8,1440.386
441.4861,1,1.2,1579.8065
108.7936,1,0.8,2712.9079
405.7294,1,1.0,1736.242
106.1694,0,1.0,2357.3722
407.3948,1,0.8,1128.3876
174.0954,0,0.8,1882.0996
444.6908,1,1.2,1495.5752
474.8189,0,0.8,264.581
116.9582,0,1.0,2477.1344
258.204,1,0.8,2255.0094
491.4443,1,0.8,703.4774
267.5333,0,0.8,1481.9752
438.5964,1,1.2,1602.8133
314.9292,0,0.8,1301.9222
218.8985,0,1.2,2321.3481
178.6026,0,1.2,2260.0494
141.4504,1,0.8,2791.3465
392.8092,0,1.2,1229.9277
223.9432,0,0.8,1629.262
280.074,0,1.0,1787.5435
271.5465,0,1.0,1605.4958
309.7756,1,1.2,2258.2375
439.5097,1,1.0,1253.1843
491.3327,1,0.8,715.9313
233.4129,1,1.2,2405.8104
422.3835,0,0.8,758.6436
394.0375,0,1.2,1123.4199
308.088,0,1.2,1638.5513
480.2212,0,1.2,733.9382
140.2135,0,1.2,2411.0525
99.1689,0,1.0,2428.469
434.2829,1,1.0,1349.3122
247.6174,0,1.0,1464.1208
431.136,0,1.2,1128.7278
451.8906,0,1.0,611.0532
78.1059,1,1.2,3192.7288
447.5591,0,1.0,617.804
251.7436,0,1.2,1968.199
279.6946,0,1.0,1747.9171
331.9666,1,1.0,1826.6029
466.8722,0,1.0,709.3275
58.6022,0,1.2,2960.8735
264.5796,1,1.2,2451.2217
359.4749,0,1.0,1102.2682
375.2181,1,1.2,1983.2552
361.6396,0,0.8,958.4058
110.4958,1,1.0,2975.627
184.728,0,1.0,2061.3625
211.422,0,0.8,1698.3422
411.9967,1,1.2,1733.9733
175.4419,0,1.2,2386.3016
144.8172,0,1.2,2257.2968
480.8516,1,1.0,1137.6577
53.9885,0,1.0,2939.82
499.0194,1,1.0,1023.4766
354.5696,0,1.0,1176.0695
422.8112,1,1.0,1347.5984
182.5787,0,1.2,2230.914
56.4419,0,0.8,2402.8881
382.0413,1,1.2,1771.3256
425.3651,0,1.2,1054.2525
383.2143,1,1.0,1643.9448
114.2826,1,0.8,2676.3381
389.0426,1,0.8,1555.8796
396.0153,0,1.2,1126.2529
346.3432,0,0.8,1083.0101
394.7522,0,1.2,1151.4817
430.6646,1,1.2,1492.8103
326.1219,1,1.2,2041.4445
89.8721,1,1.2,3271.0208
269.4325,0,1.0,1733.1277
84.9422,1,0.8,2828.7244
233.3944,0,1.0,1683.3455
233.1979,0,1.0,1970.9742
79.7044,0,1.0,2503.7638
206.9692,0,1.2,2140.5049
99.9491,0,1.2,2705.7689
413.7058,0,1.0,921.2511
476.4596,0,1.0,476.5093
82.5424,0,0.8,2473.4932
479.8018,1,1.0,819.1653
285.1595,0,1.2,1872.1815
184.8046,0,1.0,2191.6139
84.5879,1,0.8,2967.3805
275.2809,1,0.8,1893.1716
407.532,1,1.0,1475.2808
368.1889,1,0.8,1392.1282
72.6017,0,0.8,2443.8585
82.8058,1,1.2,3348.8867
231.293,1,0.8,2034.031
182.8807,1,0.8,2372.1677
154.5729,1,1.0,2679.4156
176.452,0,1.2,2435.0267
411.5672,1,0.8,1148.0587
468.1526,1,1.0,1221.8527
232.2962,1,1.0,2333.2427
457.75,1,1.0,1198.8239
194.6731,0,1.0,2092.2424
264.3966,1,1.0,2139.6182
151.713,1,1.0,2751.762
338.2142,1,0.8,1720.0394
490.5415,0,1.2,669.5954
321.5719,1,1.2,2119.2381
211.0163,1,1.0,2533.0533
341.5179,0,1.0,1339.1043
105.3143,1,1.2,3301.5469
449.8966,0,0.8,538.5328
276.3878,0,1.0,1685.2041
252.2074,1,1.2,2549.2344
313.6392,1,1.2,1962.6454
331.1527,0,1.0,1303.5586
82.2991,0,1.2,2826.4113
357.1777,1,0.8,1606.1713
158.8693,0,1.2,2430.0076
371.2787,0,1.0,1283.2708
420.1407,1,1.0,1345.8794
411.7813,0,1.2,1017.6058
298.6254,0,1.2,1786.3417
284.0765,0,1.0,1568.3176
114.2942,0,0.8,2144.7504
398.9058,0,1.2,1376.3128
172.1342,0,0.8,2014.0173
273.5129,1,0.8,1997.5503
177.9233,0,1.0,2269.7112
110.2228,1,1.0,2910.1773
333.301,1,1.0,1974.8399
74.4494,1,0.8,2969.6041
386.8904,1,1.0,1506.5833
192.9141,1,1.0,2534.7303
50.0606,1,0.8,3068.3554
280.0081,1,0.8,2011.2311
71.0834,1,0.8,2809.5819
174.2763,0,0.8,1753.7716
368.1394,1,1.2,1780.5468
78.2103,1,1.0,3102.1749
427.7023,1,1.2,1632.9318
51.719,0,0.8,2495.6216
161.0707,1,0.8,2536.361
383.4068,0,0.8,1043.2798
192.3216,1,0.8,2168.4651
95.8516,1,0.8,2807.1381
212.1053,0,1.0,2181.4201
171.677,1,1.2,2770.5431
429.2204,0,1.2,972.2094
191.0066,0,1.0,2097.0732
405.0196,1,1.0,1421.9258
451.3425,1,1.0,1350.866
245.2178,0,1.2,2221.4195
459.4744,0,1.2,910.1013
219.7931,1,0.8,2474.8045
483.8353,1,1.2,1235.5299
90.1803,1,1.2,3232.3354
359.1587,0,1.0,1108.2215
272.2163,1,1.2,2293.9062
224.442,0,0.8,1653.9197
334.7203,1,1.2,2067.7972
366.7357,0,1.0,1041.7144
51.9635,0,1.0,2688.4283
125.1289,1,0.8,2625.1364
370.8707,0,0.8,1035.001
349.8734,0,1.2,1462.2975
484.7214,0,0.8,388.0754
392.467,0,0.8,845.9906
477.8477,0,1.0,436.3
366.1432,1,1.0,1830.0121
184.1235,1,1.2,2686.8887
97.4142,0,1.2,2801.9366
401.8207,1,1.2,1668.3793
339.8671,0,1.2,1439.5194
71.6837,0,1.0,2745.9519
212.0227,1,1.2,2520.5185
480.5599,0,1.2,686.2932
275.1805,0,0.8,1439.8451
244.7281,0,1.2,1995.0842
255.9648,1,0.8,2102.1261
143.9972,1,1.0,2851.6699
215.9182,0,1.2,2113.4735
216.416,0,0.8,1728.3667
73.5598,0,1.2,2817.6742
395.4054,0,0.8,964.7572
237.427,0,1.2,1914.6598
419.9809,1,1.0,1403.2601
432.6566,1,1.0,1413.6695
145.3973,1,0.8,2684.0105
345.8091,1,0.8,1504.1812
262.5268,0,1.0,1590.3134
446.0705,0,1.2,845.5031
147.0833,1,0.8,2530.288
355.0159,1,1.0,1750.3386
323.4885,0,0.8,1135.3395
182.8857,1,1.0,2655.4917
111.4704,0,1.0,2436.0923
343.2379,0,0.8,1144.7608
382.3689,0,0.8,902.8733
192.0323,1,1.0,2371.3128
340.1747,1,1.2,1884.1418
227.8089,1,1.0,2476.6668
370.9431,1,1.2,1751.5899
139.6469,1,1.2,3086.9597
450.5968,0,1.2,959.6404
179.3343,1,0.8,2304.8737
215.5037,0,1.0,1997.446
76.1414,0,1.0,2571.5256
100.1805,0,1.2,2714.2537
282.1379,1,1.2,2268.3251
170.4167,1,1.2,2577.4968
425.9661,1,1.0,1437.5449
56.612,1,1.2,3493.6581
220.5923,1,1.0,2347.6315
201.8055,1,1.0,2555.2085
58.6974,1,0.8,2919.3377
105.9658,1,1.2,3085.0349
236.1392,0,1.2,2043.2652
271.7891,1,1.2,2271.4402
231.9304,0,0.8,1627.4302
288.922,0,1.2,1661.4887
317.8093,0,1.0,1282.4955
54.4657,0,1.2,2948.4425
258.8428,1,1.0,2227.4905
483.5747,1,1.0,1084.047
283.5645,0,1.0,1553.1157
354.894,0,1.0,1155.1708
190.3387,0,1.2,2140.1881
398.2961,1,0.8,1196.4797
397.8147,0,0.8,750.5389
284.5832,0,1.0,1679.2122
489.2062,1,1.2,1277.0692
106.4976,0,0.8,2303.537
57.6264,1,1.2,3286.297
396.5712,1,0.8,1335.7155
413.22,0,1.0,967.6067
104.0933,0,1.0,2638.1199
169.5123,0,1.0,2150.5603
57.8986,1,0.8,2971.1281
181.9889,1,1.2,2713.416
397.9138,1,1.0,1516.4054
283.0822,0,1.2,1765.099
206.643,0,1.2,2279.0304
217.2827,0,1.0,2003.7862
50.6091,0,0.8,2447.4468
184.9102,0,1.0,2073.2298
340.9064,0,1.0,1540.216
488.3875,1,0.8,711.4827
431.1774,1,1.2,1525.4366
60.6177,1,0.8,3072.1614
454.3523,0,0.8,504.4787
402.4393,1,1.0,1455.6016
401.1693,1,0.8,1247.1932
256.0981,1,0.8,1913.1219
229.1024,0,0.8,1637.5829
186.3121,0,1.2,2371.0419
79.5627,1,1.2,3175.0034
152.7059,0,1.0,2263.1403
160.9716,0,1.0,2303.0417
267.8347,0,1.2,1858.7612
386.35,0,0.8,826.127
263.2144,1,1.0,2251.3615
76.03,0,1.0,2529.8221
481.0054,1,0.8,937.163
474.2259,1,0.8,912.2168
403.3353,0,0.8,789.5877
496.0976,0,0.8,487.1653
295.017,0,0.8,1440.5337
483.2458,1,1.2,1431.9245
84.0223,1,0.8,2798.0928
214.5563,1,1.0,2325.0441
151.4216,1,1.2,2989.5663
138.1249,1,1.0,2841.7778
113.3613,1,0.8,2535.5475
330.0861,1,1.0,1883.3327
401.5948,0,0.8,996.7572
310.2343,1,1.0,2138.5338
116.1332,1,1.0,2849.3642
415.0057,1,0.8,1296.0745
336.1796,1,1.0,1730.199
224.6746,0,1.2,2067.0371
353.3586,1,1.0,1651.1838
166.9572,1,1.2,2748.3124
205.3365,0,1.2,2261.6466
462.8686,0,1.0,714.3064
180.727,1,1.2,2840.7761
261.4947,1,1.2,2455.8299
450.5635,1,1.0,1266.9076
368.4746,1,0.8,1353.8645
77.9915,1,0.8,2931.0816
116.2864,1,1.2,3096.7811
53.5287,0,1.2,2913.2162
333.9148,0,0.8,1036.0615
251.453,1,1.2,2292.1145
110.4237,1,0.8,2691.158
481.0704,1,1.0,1149.184
288.3469,0,1.2,1751.3252
158.852,1,1.0,2884.0571
275.2716,0,0.8,1417.0896
355.8291,0,0.8,1040.3457
84.3076,1,1.0,3080.1241
173.6167,0,1.2,2225.6518
413.1345,1,1.0,1432.1814
256.8492,0,1.0,1608.9197
295.9597,1,1.2,2213.3527
244.7672,1,0.8,1900.1705
69.755,0,1.0,2644.2787
124.5874,0,1.0,2391.8678
250.4937,0,0.8,1569.5434
144.1335,1,1.0,2635.8785
72.4906,0,0.8,2485.6189
429.6423,0,1.2,1117.6903
491.5366,1,0.8,746.5003
406.9143,1,0.8,1363.9649
434.2032,0,1.0,847.8534
158.8897,0,0.8,1999.5298
482.2821,0,0.8,445.3757
138.6166,1,1.0,2969.0628
478.1434,1,0.8,895.2041
497.6687,0,1.0,462.2567
370.2753,1,1.2,2056.6876
491.5147,0,0.8,325.1353
306.2929,0,1.2,1705.2008
166.7938,1,0.8,2448.6969
246.6481,0,0.8,1406.0538
317.1024,0,1.2,1583.7356
82.8867,1,1.2,3396.6841
330.0545,0,1.0,1268.7459
491.53,0,1.0,674.1796
135.5484,1,1.2,3098.6223
406.6678,0,0.8,666.2336
458.5545,0,1.0,586.7863
474.6657,1,0.8,803.452
482.061,1,1.0,1048.8282
284.6568,1,1.0,1967.7561
489.7886,0,1.0,673.0384
390.7896,1,1.2,1627.6963
122.7521,0,0.8,2097.0686
264.605,1,1.2,2528.8599
373.249,0,1.0,1107.4117
161.3031,0,1.2,2435.6313
338.2768,1,1.2,2055.0675
349.9702,0,1.2,1304.7056
123.2149,0,0.8,2264.2033
304.2884,1,1.2,2239.8861
397.2321,0,1.2,1279.0905
274.503,0,1.2,1759.6174
55.4464,0,1.2,2951.4631
54.0673,1,1.2,3412.3696
210.6632,1,1.2,2655.9978
466.7873,1,1.2,1288.3416
152.9046,1,1.0,2716.4526
335.4637,1,1.2,2120.3717
149.9341,1,1.2,2757.7323
194.7515,1,0.8,2289.6469
431.6189,1,1.0,1405.7814
377.9876,0,1.2,1201.2762
92.9297,0,0.8,2375.3868
242.9159,0,1.2,2032.324
63.1264,0,1.2,2869.0526
266.4006,1,1.2,2398.1218
348.0953,0,1.2,1622.3879
103.3262,0,1.2,2616.1329
179.9982,0,0.8,1761.2253
229.0265,0,1.2,2012.4195
463.789,0,0.8,381.6051
496.9648,1,1.2,1253.6784
70.2101,1,0.8,2903.3986
392.4536,0,1.0,1099.0432
217.2758,0,1.2,2142.7394
226.6062,0,1.0,1798.4482
389.4192,0,1.0,960.6445
463.2919,1,1.0,1044.2349
477.9179,0,1.2,915.5505
309.7052,1,1.0,2003.9192
210.7045,0,0.8,1705.3971
404.3971,1,1.2,1738.6401
162.9506,1,1.0,2574.8105
303.8333,1,1.2,2093.3477
211.3603,0,1.0,1845.7228
345.484,0,0.8,1100.2404
158.1795,1,1.2,2848.6384
136.2168,0,1.2,2373.5089
463.2076,0,1.0,693.0946
95.8117,1,0.8,2878.2441
277.6811,0,1.2,1798.0001
149.3838,1,1.0,2867.0559
67.5185,0,0.8,2542.6868
66.2085,0,0.8,2580.8254
128.8498,1,0.8,2734.1288
440.0467,1,0.8,1123.353
177.1154,1,1.2,2690.0375
477.7066,1,1.2,1276.8539
311.73,0,0.8,1190.1085
246.4764,0,1.0,1678.7682
311.04,0,1.0,1387.319
282.5143,1,0.8,1740.9837
391.4493,0,0.8,931.1478
177.1232,0,1.0,2008.4927
208.8727,0,0.8,1836.9642
452.3424,1,0.8,1170.9622
475.9054,1,1.2,1243.8577
451.6512,0,1.2,886.2936
238.7516,0,0.8,1656.0964
401.1645,1,0.8,1250.5286
264.3511,1,1.2,2298.2644
273.8929,1,0.8,1974.6313
142.106,1,1.2,2915.4076
316.0086,0,1.2,1833.7317
133.7612,1,1.0,2887.3652
199.2041,0,1.2,2270.9103
434.7636,1,1.0,1317.2031
143.1841,0,1.0,2470.3776
82.0212,0,1.2,2715.6306
81.0534,1,0.8,2970.7994
473.353,0,1.2,699.4151
278.1142,0,1.0,1838.7909
234.2354,0,1.2,2110.8131
414.8954,1,1.2,1531.5356
426.1217,1,1.0,1421.9629
199.486,1,1.2,2808.8448
362.1281,0,1.2,1299.9563
397.0053,0,1.0,968.9417
344.5928,0,0.8,977.6856
118.2178,0,1.0,2456.7949
444.1474,1,1.0,1297.4776
292.5925,0,1.2,1740.1786
177.1126,0,1.0,2033.8841
241.3527,0,1.2,1972.5455
66.907,1,1.2,3293.8928
107.5401,0,1.2,2710.7692
394.496,1,1.0,1422.2331
50.0052,1,1.0,3170.0796
237.4546,0,1.2,2094.258
285.1296,0,0.8,1330.3629
74.5855,0,0.8,2603.1637
487.8852,0,1.0,580.1808
151.7564,1,1.2,2759.8935
186.8894,1,1.2,2633.1217
186.7741,1,1.0,2507.1004
153.6875,1,0.8,2605.8319
50.6632,1,1.0,3310.7988
378.2052,1,1.0,1560.6098
485.0805,1,1.2,1397.8345
150.9321,1,1.0,2778.2126
348.3712,1,0.8,1526.2307
383.8533,1,1.0,1698.0436
431.7914,0,1.2,960.3023
240.1831,0,0.8,1654.5964
186.3189,0,1.2,2334.1229
196.3828,1,1.0,2579.9296
370.6796,0,1.0,1131.0437
417.5508,1,1.0,1499.3407
131.7263,1,1.2,3225.5267
216.9235,0,1.0,1899.8531
455.8731,1,0.8,1027.3852
413.0121,0,0.8,827.4515
493.1863,1,1.2,1207.4992
389.4117,1,1.2,1723.6413
226.9378,0,1.2,1949.3003
315.787,0,1.0,1248.6502
347.4564,0,0.8,949.2362
85.3051,0,0.8,2459.7476
295.0236,0,0.8,1222.1108
369.1944,0,1.2,1402.6757
125.2946,1,1.2,3222.0604
401.2843,1,1.0,1509.4437
312.6978,1,1.2,2048.2723
478.4998,1,0.8,894.2718
69.09,0,1.0,2692.5326
